,A1,A2,A3,A4,B1,B2,B3,B4
0,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,1.401508368131566,0.32841405319566835,0.5354085615261415,0.26414191647586993
1,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.6745011454696588,0.32841405319566835,0.4217337076989351,0.3957741007661709
2,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,1.2803404976879151,0.09821728693702184,0.6490834153533479,0.3957741007661709
3,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.4160096885232032,-1.7433568431321493,0.13754657313091936,0.13250973218556925
4,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.7956690159133096,-0.5923730118389178,0.47857113461253803,0.3957741007661709
5,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.1736739476359004,-0.5923730118389178,0.4217337076989351,0.13250973218556925
6,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.5533332750260068,0.5586108194543139,0.5354085615261415,0.5274062850564719
7,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-1.1430169111851105,-1.513160076873503,-0.26031541526430274,-0.26238682068533337
8,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.9168368863569605,-0.3621762455802712,0.47857113461253803,0.13250973218556925
9,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.7795132998541568,-0.8225697780975633,0.08070914621731616,0.26414191647586993
10,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-1.0218490407414595,-2.433947141908088,-0.14664056143709636,-0.26238682068533337
11,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.06866179325140237,-0.13197947932162468,0.2512214269581257,0.3957741007661709
12,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.18982966369505322,-1.9735536093907948,0.13754657313091936,-0.26238682068533337
13,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.31099753413870407,-0.3621762455802712,0.5354085615261415,0.26414191647586993
14,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.29484181807955234,-0.3621762455802712,-0.08980313452349317,0.13250973218556925
15,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,1.0380047568006125,0.09821728693702184,0.36489628078533215,0.26414191647586993
16,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.29484181807955234,-0.13197947932162468,0.4217337076989351,0.3957741007661709
17,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.05250607719224957,-0.8225697780975633,0.1943840000445223,-0.26238682068533337
18,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.432165404582356,-1.9735536093907948,0.4217337076989351,0.3957741007661709
19,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.29484181807955234,-1.2829633106148564,0.08070914621731616,-0.1307546363950324
20,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.06866179325140237,0.32841405319566835,0.5922459884397444,0.7906706536370736
21,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.31099753413870407,-0.5923730118389178,0.13754657313091936,0.13250973218556925
22,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.5533332750260068,-1.2829633106148564,0.6490834153533479,0.3957741007661709
23,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.31099753413870407,-0.5923730118389178,0.5354085615261415,0.0008775478952682834
24,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.6745011454696588,-0.3621762455802712,0.30805885387172866,0.13250973218556925
25,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.9168368863569605,-0.13197947932162468,0.36489628078533215,0.26414191647586993
26,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,1.1591726272442633,-0.5923730118389178,0.5922459884397444,0.26414191647586993
27,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,1.0380047568006125,-0.13197947932162468,0.7059208422669508,0.6590384693467726
28,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.18982966369505322,-0.3621762455802712,0.4217337076989351,0.3957741007661709
29,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.1736739476359004,-1.0527665443562098,-0.14664056143709636,-0.26238682068533337
30,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.4160096885232032,-1.513160076873503,0.023871719303712964,-0.1307546363950324
31,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.4160096885232032,-1.513160076873503,-0.032965707609889976,-0.26238682068533337
32,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.05250607719224957,-0.8225697780975633,0.08070914621731616,0.0008775478952682834
33,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.18982966369505322,-0.8225697780975633,0.7627582691805538,0.5274062850564719
34,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.537177558966854,-0.13197947932162468,0.4217337076989351,0.3957741007661709
35,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.18982966369505322,0.7888075857129604,0.4217337076989351,0.5274062850564719
36,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,1.0380047568006125,0.09821728693702184,0.5354085615261415,0.3957741007661709
37,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.5533332750260068,-1.7433568431321493,0.36489628078533215,0.13250973218556925
38,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.29484181807955234,-0.13197947932162468,0.1943840000445223,0.13250973218556925
39,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.4160096885232032,-1.2829633106148564,0.13754657313091936,0.13250973218556925
40,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.4160096885232032,-1.0527665443562098,0.36489628078533215,0.0008775478952682834
41,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0.31099753413870407,-0.13197947932162468,0.47857113461253803,0.26414191647586993
42,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.05250607719224957,-1.0527665443562098,0.13754657313091936,0.0008775478952682834
43,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-1.0218490407414595,-1.7433568431321493,-0.26031541526430274,-0.26238682068533337
44,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.29484181807955234,-0.8225697780975633,0.2512214269581257,0.13250973218556925
45,-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,-0.1736739476359004,-0.13197947932162468,0.2512214269581257,0.0008775478952682834
